X.YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
2024,05,18,20,30,60,2.6,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.4,MM,MM,MM
2024,05,18,20,15,60,2.6,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.4,MM,MM,MM
2024,05,18,20,00,70,2.1,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.5,MM,+0.0,MM
2024,05,18,19,45,60,3.1,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.5,MM,MM,MM
2024,05,18,19,30,70,3.1,MM,MM,MM,MM,MM,1018.0,13.8,MM,10.5,MM,MM,MM
2024,05,18,19,15,70,3.6,MM,MM,MM,MM,MM,1018.0,14.4,MM,10.7,MM,MM,MM
2024,05,18,19,00,60,3.1,MM,MM,MM,MM,MM,1018.0,15.3,MM,10.6,MM,+0.0,MM
2024,05,18,18,45,50,2.6,MM,MM,MM,MM,MM,1018.0,15.5,MM,10.6,MM,MM,MM
2024,05,18,18,30,50,2.1,MM,MM,MM,MM,MM,1018.0,15.3,MM,10.6,MM,MM,MM
2024,05,18,18,15,50,2.6,MM,MM,MM,MM,MM,1018.0,15.2,MM,10.5,MM,MM,MM
2024,05,18,18,00,40,2.1,MM,MM,MM,MM,MM,1018.0,15.5,MM,10.6,MM,+0.0,MM
2024,05,18,17,45,30,2.1,MM,MM,MM,MM,MM,1018.0,15.5,MM,10.6,MM,MM,MM
2024,05,18,17,30,60,2.6,MM,MM,MM,MM,MM,1018.0,15.7,MM,10.5,MM,MM,MM
2024,05,18,17,15,80,3.1,MM,MM,MM,MM,MM,1018.0,15.5,MM,10.3,MM,MM,MM
2024,05,18,17,00,80,3.1,MM,MM,MM,MM,MM,1018.0,15.1,MM,10.2,MM,+0.0,MM
2024,05,18,16,45,70,3.1,MM,MM,MM,MM,MM,1018.0,15.2,MM,10.3,MM,MM,MM
2024,05,18,16,30,70,3.1,MM,MM,MM,MM,MM,1018.0,15.3,MM,10.2,MM,MM,MM
2024,05,18,16,15,70,3.1,MM,MM,MM,MM,MM,1018.0,15.8,MM,10.4,MM,MM,MM
2024,05,18,16,00,70,3.1,MM,MM,MM,MM,MM,1018.0,15.9,MM,10.5,MM,+0.0,MM
2024,05,18,15,45,80,2.6,MM,MM,MM,MM,MM,1018.0,15.7,MM,10.5,MM,MM,MM
2024,05,18,15,30,70,3.1,MM,MM,MM,MM,MM,1018.0,15.4,MM,10.5,MM,MM,MM
2024,05,18,15,15,70,2.1,MM,MM,MM,MM,MM,1018.0,15.7,MM,10.5,MM,MM,MM
2024,05,18,15,00,70,1.5,MM,MM,MM,MM,MM,1018.0,16.4,MM,11.0,MM,+0.0,MM
2024,05,18,14,45,80,2.6,MM,MM,MM,MM,MM,1018.0,15.6,MM,10.6,MM,MM,MM
2024,05,18,14,30,70,2.6,MM,MM,MM,MM,MM,1018.0,14.9,MM,10.2,MM,MM,MM
2024,05,18,14,15,90,2.6,MM,MM,MM,MM,MM,1018.0,14.6,MM,10.3,MM,MM,MM
2024,05,18,14,00,70,2.1,MM,MM,MM,MM,MM,1018.0,14.2,MM,10.3,MM,+1.0,MM
2024,05,18,13,45,60,3.1,MM,MM,MM,MM,MM,1018.0,14.1,MM,10.4,MM,MM,MM
2024,05,18,13,30,60,2.1,MM,MM,MM,MM,MM,1018.0,14.2,MM,10.7,MM,MM,MM
2024,05,18,13,15,60,2.6,MM,MM,MM,MM,MM,1018.0,13.9,MM,10.4,MM,MM,MM
2024,05,18,13,00,70,2.1,MM,MM,MM,MM,MM,1018.0,13.8,MM,10.3,MM,+1.0,MM
2024,05,18,12,45,70,2.1,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.2,MM,MM,MM
2024,05,18,12,30,70,3.1,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.0,MM,MM,MM
2024,05,18,12,15,70,2.6,MM,MM,MM,MM,MM,1018.0,13.7,MM,10.0,MM,MM,MM
2024,05,18,12,00,70,2.6,MM,MM,MM,MM,MM,1018.0,13.9,MM,10.2,MM,+2.0,MM
2024,05,18,11,45,80,2.1,MM,MM,MM,MM,MM,1018.0,14.0,MM,10.3,MM,MM,MM
2024,05,18,11,30,70,2.1,MM,MM,MM,MM,MM,1018.0,13.8,MM,10.3,MM,MM,MM
2024,05,18,11,15,70,2.1,MM,MM,MM,MM,MM,1017.0,13.6,MM,10.1,MM,MM,MM
2024,05,18,11,00,70,2.1,MM,MM,MM,MM,MM,1017.0,13.6,MM,10.3,MM,-0.0,MM
2024,05,18,10,45,70,1.5,MM,MM,MM,MM,MM,1017.0,13.6,MM,10.3,MM,MM,MM
2024,05,18,10,30,70,2.1,MM,MM,MM,MM,MM,1017.0,13.3,MM,10.0,MM,MM,MM
2024,05,18,10,15,60,1.5,MM,MM,MM,MM,MM,1017.0,13.1,MM,9.8,MM,MM,MM
2024,05,18,10,00,60,1.5,MM,MM,MM,MM,MM,1017.0,13.0,MM,9.9,MM,+1.0,MM
2024,05,18,09,45,70,1.5,MM,MM,MM,MM,MM,1016.0,12.9,MM,9.8,MM,MM,MM
2024,05,18,09,30,70,1.5,MM,MM,MM,MM,MM,1016.0,12.8,MM,9.7,MM,MM,MM
2024,05,18,09,15,50,0.5,MM,MM,MM,MM,MM,1017.0,12.6,MM,9.7,MM,MM,MM
2024,05,18,09,00,MM,0.0,MM,MM,MM,MM,MM,1016.0,12.6,MM,9.5,MM,-1.0,MM
2024,05,18,08,45,60,0.5,MM,MM,MM,MM,MM,1016.0,12.6,MM,9.3,MM,MM,MM
2024,05,18,08,30,60,1.5,MM,MM,MM,MM,MM,1016.0,12.6,MM,9.3,MM,MM,MM
2024,05,18,08,15,70,1.0,MM,MM,MM,MM,MM,1017.0,12.6,MM,9.3,MM,MM,MM
2024,05,18,08,00,50,0.5,MM,MM,MM,MM,MM,1017.0,12.6,MM,9.3,MM,-0.0,MM
2024,05,18,07,45,70,1.0,MM,MM,MM,MM,MM,1017.0,12.6,MM,9.3,MM,MM,MM
2024,05,18,07,30,60,1.5,MM,MM,MM,MM,MM,1016.0,12.5,MM,9.4,MM,MM,MM
2024,05,18,07,15,60,1.0,MM,MM,MM,MM,MM,1016.0,12.5,MM,9.6,MM,MM,MM
2024,05,18,07,00,80,1.0,MM,MM,MM,MM,MM,1016.0,12.5,MM,9.6,MM,-1.0,MM
2024,05,18,06,45,70,0.5,MM,MM,MM,MM,MM,1016.0,12.3,MM,9.7,MM,MM,MM
2024,05,18,06,30,MM,0.0,MM,MM,MM,MM,MM,1016.0,12.1,MM,9.9,MM,MM,MM
2024,05,18,06,15,60,0.5,MM,MM,MM,MM,MM,1016.0,12.0,MM,9.8,MM,MM,MM
2024,05,18,06,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,12.0,MM,9.8,MM,+0.0,MM
2024,05,18,05,45,60,0.5,MM,MM,MM,MM,MM,1017.0,12.2,MM,9.8,MM,MM,MM
2024,05,18,05,30,70,1.0,MM,MM,MM,MM,MM,1016.0,12.4,MM,9.8,MM,MM,MM
2024,05,18,05,15,60,1.0,MM,MM,MM,MM,MM,1017.0,12.6,MM,10.0,MM,MM,MM
2024,05,18,05,00,60,1.5,MM,MM,MM,MM,MM,1017.0,12.6,MM,10.0,MM,+0.0,MM
2024,05,18,04,45,70,1.0,MM,MM,MM,MM,MM,1017.0,12.6,MM,10.2,MM,MM,MM
2024,05,18,04,30,60,1.5,MM,MM,MM,MM,MM,1017.0,12.6,MM,10.2,MM,MM,MM
2024,05,18,04,15,70,1.0,MM,MM,MM,MM,MM,1017.0,12.5,MM,10.3,MM,MM,MM
2024,05,18,04,00,70,1.0,MM,MM,MM,MM,MM,1017.0,12.4,MM,10.2,MM,+0.0,MM
2024,05,18,03,45,70,1.0,MM,MM,MM,MM,MM,1017.0,12.1,MM,10.0,MM,MM,MM
2024,05,18,03,30,80,1.0,MM,MM,MM,MM,MM,1017.0,11.9,MM,10.0,MM,MM,MM
2024,05,18,03,15,70,0.5,MM,MM,MM,MM,MM,1017.0,11.2,MM,10.0,MM,MM,MM
2024,05,18,03,00,80,0.5,MM,MM,MM,MM,MM,1017.0,10.6,MM,9.7,MM,+0.0,MM
2024,05,18,02,45,MM,0.0,MM,MM,MM,MM,MM,1017.0,10.2,MM,9.3,MM,MM,MM
2024,05,18,02,30,MM,0.0,MM,MM,MM,MM,MM,1017.0,10.1,MM,9.2,MM,MM,MM
2024,05,18,02,15,MM,0.0,MM,MM,MM,MM,MM,1017.0,10.0,MM,8.9,MM,MM,MM
2024,05,18,02,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,10.3,MM,9.1,MM,+0.0,MM
2024,05,18,01,45,MM,0.0,MM,MM,MM,MM,MM,1017.0,10.4,MM,9.2,MM,MM,MM
2024,05,18,01,30,70,0.5,MM,MM,MM,MM,MM,1017.0,10.6,MM,9.0,MM,MM,MM
2024,05,18,01,15,MM,0.0,MM,MM,MM,MM,MM,1017.0,11.1,MM,9.2,MM,MM,MM
2024,05,18,01,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,11.3,MM,9.2,MM,+0.0,MM
2024,05,18,00,45,MM,0.0,MM,MM,MM,MM,MM,1017.0,11.9,MM,9.5,MM,MM,MM
2024,05,18,00,30,80,0.5,MM,MM,MM,MM,MM,1017.0,12.6,MM,10.0,MM,MM,MM
2024,05,18,00,15,MM,0.0,MM,MM,MM,MM,MM,1017.0,13.4,MM,10.3,MM,MM,MM
2024,05,18,00,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,14.2,MM,10.5,MM,+0.0,MM
2024,05,17,23,45,90,0.5,MM,MM,MM,MM,MM,1017.0,14.5,MM,10.4,MM,MM,MM
2024,05,17,23,30,60,0.5,MM,MM,MM,MM,MM,1017.0,14.7,MM,10.2,MM,MM,MM
2024,05,17,23,15,70,0.5,MM,MM,MM,MM,MM,1017.0,15.1,MM,10.4,MM,MM,MM
2024,05,17,23,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,15.3,MM,9.9,MM,+0.0,MM
2024,05,17,22,45,MM,0.0,MM,MM,MM,MM,MM,1017.0,15.3,MM,9.7,MM,MM,MM
2024,05,17,22,30,100,0.5,MM,MM,MM,MM,MM,1017.0,15.1,MM,9.5,MM,MM,MM
2024,05,17,22,15,90,1.5,MM,MM,MM,MM,MM,1017.0,15.2,MM,9.2,MM,MM,MM
2024,05,17,22,00,70,1.5,MM,MM,MM,MM,MM,1017.0,15.4,MM,10.0,MM,+0.0,MM
2024,05,17,21,45,70,2.1,MM,MM,MM,MM,MM,1017.0,15.5,MM,10.8,MM,MM,MM
2024,05,17,21,30,110,1.5,MM,MM,MM,MM,MM,1017.0,15.9,MM,11.1,MM,MM,MM
2024,05,17,21,15,100,1.5,MM,MM,MM,MM,MM,1017.0,16.0,MM,11.4,MM,MM,MM
2024,05,17,21,00,100,1.5,MM,MM,MM,MM,MM,1017.0,16.0,MM,11.6,MM,+1.0,MM
2024,05,17,20,45,80,2.6,MM,MM,MM,MM,MM,1017.0,16.2,MM,11.6,MM,MM,MM
2024,05,17,20,30,100,2.1,MM,MM,MM,MM,MM,1017.0,16.4,MM,11.6,MM,MM,MM
2024,05,17,20,15,100,2.1,MM,MM,MM,MM,MM,1017.0,15.9,MM,11.1,MM,MM,MM
2024,05,17,20,00,80,3.1,MM,MM,MM,MM,MM,1017.0,15.6,MM,11.1,MM,+1.0,MM
2024,05,17,19,45,90,3.1,MM,MM,MM,MM,MM,1017.0,16.3,MM,11.3,MM,MM,MM
2024,05,17,19,30,90,3.1,MM,MM,MM,MM,MM,1017.0,16.3,MM,11.5,MM,MM,MM
2024,05,17,19,15,100,2.6,MM,MM,MM,MM,MM,1017.0,16.8,MM,12.0,MM,MM,MM
2024,05,17,19,00,80,3.6,MM,MM,MM,MM,MM,1017.0,17.1,MM,11.9,MM,+1.0,MM
2024,05,17,18,45,80,4.1,MM,MM,MM,MM,MM,1017.0,17.1,MM,11.9,MM,MM,MM
2024,05,17,18,30,90,3.6,MM,MM,MM,MM,MM,1016.0,17.5,MM,11.8,MM,MM,MM
2024,05,17,18,15,100,2.6,MM,MM,MM,MM,MM,1016.0,17.9,MM,12.2,MM,MM,MM
2024,05,17,18,00,90,3.1,MM,MM,MM,MM,MM,1016.0,17.9,MM,12.2,MM,+0.0,MM
2024,05,17,17,45,80,3.6,MM,MM,MM,MM,MM,1016.0,18.9,MM,12.8,MM,MM,MM
2024,05,17,17,30,90,3.1,MM,MM,MM,MM,MM,1016.0,19.3,MM,12.9,MM,MM,MM
2024,05,17,17,15,60,3.6,MM,MM,MM,MM,MM,1016.0,19.5,MM,12.9,MM,MM,MM
2024,05,17,17,00,60,3.6,MM,MM,MM,MM,MM,1016.0,19.6,MM,12.3,MM,-1.0,MM
2024,05,17,16,45,70,3.6,MM,MM,MM,MM,MM,1016.0,19.3,MM,11.2,MM,MM,MM
2024,05,17,16,30,70,4.6,MM,MM,MM,MM,MM,1016.0,19.3,MM,12.0,MM,MM,MM
2024,05,17,16,15,70,3.6,MM,MM,MM,MM,MM,1016.0,19.8,MM,12.2,MM,MM,MM
2024,05,17,16,00,80,4.1,MM,MM,MM,MM,MM,1016.0,20.0,MM,11.9,MM,-1.0,MM
2024,05,17,15,45,70,3.6,MM,MM,MM,MM,MM,1016.0,21.0,MM,12.1,MM,MM,MM
2024,05,17,15,30,60,3.6,MM,MM,MM,MM,MM,1016.0,21.2,MM,11.4,MM,MM,MM
2024,05,17,15,15,70,2.1,MM,MM,MM,MM,MM,1016.0,21.4,MM,11.3,MM,MM,MM
2024,05,17,15,00,80,2.6,MM,MM,MM,MM,MM,1016.0,21.1,MM,11.6,MM,-1.0,MM
2024,05,17,14,45,80,2.6,MM,MM,MM,MM,MM,1016.0,21.1,MM,11.6,MM,MM,MM
2024,05,17,14,30,70,2.1,MM,MM,MM,MM,MM,1016.0,20.9,MM,11.7,MM,MM,MM
2024,05,17,14,15,70,2.6,MM,MM,MM,MM,MM,1016.0,20.5,MM,12.1,MM,MM,MM
2024,05,17,14,00,40,2.1,MM,MM,MM,MM,MM,1017.0,19.8,MM,12.2,MM,+1.0,MM
2024,05,17,13,45,50,2.1,MM,MM,MM,MM,MM,1017.0,19.1,MM,12.3,MM,MM,MM
2024,05,17,13,30,50,1.5,MM,MM,MM,MM,MM,1017.0,18.6,MM,12.5,MM,MM,MM
2024,05,17,13,15,70,1.5,MM,MM,MM,MM,MM,1017.0,17.9,MM,12.9,MM,MM,MM
2024,05,17,13,00,60,2.1,MM,MM,MM,MM,MM,1017.0,16.7,MM,12.9,MM,+2.0,MM
2024,05,17,12,45,10,1.0,MM,MM,MM,MM,MM,1017.0,15.0,MM,12.9,MM,MM,MM
2024,05,17,12,30,340,0.5,MM,MM,MM,MM,MM,1017.0,13.7,MM,12.8,MM,MM,MM
2024,05,17,12,15,MM,0.0,MM,MM,MM,MM,MM,1017.0,13.1,MM,12.6,MM,MM,MM
2024,05,17,12,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,12.6,MM,12.1,MM,+3.0,MM
2024,05,17,11,45,MM,0.0,MM,MM,MM,MM,MM,1017.0,12.3,MM,11.8,MM,MM,MM
2024,05,17,11,30,MM,0.0,MM,MM,MM,MM,MM,1017.0,12.1,MM,11.8,MM,MM,MM
2024,05,17,11,15,MM,0.0,MM,MM,MM,MM,MM,1016.0,11.8,MM,11.5,MM,MM,MM
2024,05,17,11,00,280,0.5,MM,MM,MM,MM,MM,1016.0,11.6,MM,11.3,MM,+2.0,MM
2024,05,17,10,45,MM,0.0,MM,MM,MM,MM,MM,1016.0,11.4,MM,11.1,MM,MM,MM
2024,05,17,10,30,MM,0.0,MM,MM,MM,MM,MM,1016.0,11.1,MM,10.8,MM,MM,MM
2024,05,17,10,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,10.1,MM,9.8,MM,MM,MM
2024,05,17,10,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.5,MM,9.2,MM,+1.0,MM
2024,05,17,09,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,9.2,MM,8.9,MM,MM,MM
2024,05,17,09,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.8,MM,8.5,MM,MM,MM
2024,05,17,09,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.6,MM,8.3,MM,MM,MM
2024,05,17,09,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.4,MM,8.1,MM,+0.0,MM
2024,05,17,08,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.1,MM,7.8,MM,MM,MM
2024,05,17,08,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,7.9,MM,7.6,MM,MM,MM
2024,05,17,08,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.0,MM,7.7,MM,MM,MM
2024,05,17,08,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.1,MM,7.8,MM,+0.0,MM
2024,05,17,07,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.2,MM,7.9,MM,MM,MM
2024,05,17,07,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.2,MM,7.9,MM,MM,MM
2024,05,17,07,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,7.9,MM,7.6,MM,MM,MM
2024,05,17,07,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,7.9,MM,7.6,MM,-1.0,MM
2024,05,17,06,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.0,MM,7.6,MM,MM,MM
2024,05,17,06,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.3,MM,8.0,MM,MM,MM
2024,05,17,06,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.2,MM,7.9,MM,MM,MM
2024,05,17,06,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.1,MM,7.7,MM,-1.0,MM
2024,05,17,05,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.4,MM,8.0,MM,MM,MM
2024,05,17,05,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,8.5,MM,8.1,MM,MM,MM
2024,05,17,05,15,70,0.5,MM,MM,MM,MM,MM,1014.0,8.7,MM,8.3,MM,MM,MM
2024,05,17,05,00,90,0.5,MM,MM,MM,MM,MM,1014.0,8.8,MM,8.4,MM,+0.0,MM
2024,05,17,04,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.7,MM,8.3,MM,MM,MM
2024,05,17,04,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.9,MM,8.5,MM,MM,MM
2024,05,17,04,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.9,MM,8.3,MM,MM,MM
2024,05,17,04,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.1,MM,8.5,MM,+1.0,MM
2024,05,17,03,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.3,MM,8.7,MM,MM,MM
2024,05,17,03,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.6,MM,9.0,MM,MM,MM
2024,05,17,03,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.5,MM,8.7,MM,MM,MM
2024,05,17,03,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.8,MM,9.0,MM,+1.0,MM
2024,05,17,02,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.8,MM,8.9,MM,MM,MM
2024,05,17,02,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,10.3,MM,9.2,MM,MM,MM
2024,05,17,02,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,10.4,MM,9.5,MM,MM,MM
2024,05,17,02,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,10.6,MM,9.4,MM,+1.0,MM
2024,05,17,01,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,11.2,MM,9.6,MM,MM,MM
2024,05,17,01,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.5,MM,9.8,MM,MM,MM
2024,05,17,01,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,11.9,MM,10.0,MM,MM,MM
2024,05,17,01,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,12.7,MM,10.3,MM,+1.0,MM
2024,05,17,00,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,12.7,MM,10.5,MM,MM,MM
2024,05,17,00,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.0,MM,10.4,MM,MM,MM
2024,05,17,00,15,80,0.5,MM,MM,MM,MM,MM,1014.0,13.4,MM,10.3,MM,MM,MM
2024,05,17,00,00,100,1.0,MM,MM,MM,MM,MM,1014.0,13.7,MM,10.2,MM,+2.0,MM
2024,05,16,23,45,90,1.5,MM,MM,MM,MM,MM,1014.0,14.2,MM,10.3,MM,MM,MM
2024,05,16,23,30,70,2.1,MM,MM,MM,MM,MM,1014.0,14.8,MM,10.5,MM,MM,MM
2024,05,16,23,15,80,2.1,MM,MM,MM,MM,MM,1014.0,15.3,MM,10.6,MM,MM,MM
2024,05,16,23,00,90,2.1,MM,MM,MM,MM,MM,1013.0,15.8,MM,10.8,MM,+1.0,MM
2024,05,16,22,45,90,2.1,MM,MM,MM,MM,MM,1013.0,16.1,MM,11.1,MM,MM,MM
2024,05,16,22,30,90,2.1,MM,MM,MM,MM,MM,1013.0,16.6,MM,11.4,MM,MM,MM
2024,05,16,22,15,90,2.1,MM,MM,MM,MM,MM,1013.0,17.0,MM,11.6,MM,MM,MM
2024,05,16,22,00,70,2.1,MM,MM,MM,MM,MM,1013.0,17.1,MM,11.5,MM,+1.0,MM
2024,05,16,21,45,70,3.1,MM,MM,MM,MM,MM,1013.0,17.4,MM,11.5,MM,MM,MM
2024,05,16,21,30,70,2.6,MM,MM,MM,MM,MM,1013.0,17.6,MM,11.7,MM,MM,MM
2024,05,16,21,15,80,3.1,MM,MM,MM,MM,MM,1012.0,17.9,MM,11.8,MM,MM,MM
2024,05,16,21,00,70,2.6,MM,MM,MM,MM,MM,1012.0,17.7,MM,12.0,MM,+0.0,MM
2024,05,16,20,45,70,2.6,MM,MM,MM,MM,MM,1012.0,17.6,MM,11.9,MM,MM,MM
2024,05,16,20,30,70,2.6,MM,MM,MM,MM,MM,1012.0,17.7,MM,11.8,MM,MM,MM
2024,05,16,20,15,90,2.6,MM,MM,MM,MM,MM,1012.0,18.4,MM,12.0,MM,MM,MM
2024,05,16,20,00,80,2.6,MM,MM,MM,MM,MM,1012.0,18.8,MM,12.2,MM,+0.0,MM
2024,05,16,19,45,70,2.6,MM,MM,MM,MM,MM,1012.0,18.6,MM,12.0,MM,MM,MM
2024,05,16,19,30,70,3.1,MM,MM,MM,MM,MM,1012.0,18.6,MM,11.8,MM,MM,MM
2024,05,16,19,15,70,2.6,MM,MM,MM,MM,MM,1012.0,19.1,MM,12.0,MM,MM,MM
2024,05,16,19,00,70,3.1,MM,MM,MM,MM,MM,1012.0,18.9,MM,12.1,MM,+0.0,MM
2024,05,16,18,45,70,3.1,MM,MM,MM,MM,MM,1012.0,18.8,MM,12.0,MM,MM,MM
2024,05,16,18,30,80,3.1,MM,MM,MM,MM,MM,1012.0,18.6,MM,11.8,MM,MM,MM
2024,05,16,18,15,80,3.1,MM,MM,MM,MM,MM,1012.0,18.7,MM,11.9,MM,MM,MM
2024,05,16,18,00,80,3.1,MM,MM,MM,MM,MM,1012.0,19.2,MM,12.1,MM,+0.0,MM
2024,05,16,17,45,80,3.1,MM,MM,MM,MM,MM,1012.0,19.4,MM,12.3,MM,MM,MM
2024,05,16,17,30,80,3.1,MM,MM,MM,MM,MM,1012.0,19.3,MM,12.4,MM,MM,MM
2024,05,16,17,15,80,3.1,MM,MM,MM,MM,MM,1012.0,19.1,MM,12.5,MM,MM,MM
2024,05,16,17,00,80,3.1,MM,MM,MM,MM,MM,1012.0,19.0,MM,12.4,MM,+0.0,MM
2024,05,16,16,45,80,3.1,MM,MM,MM,MM,MM,1012.0,18.6,MM,12.2,MM,MM,MM
2024,05,16,16,30,80,3.1,MM,MM,MM,MM,MM,1012.0,18.5,MM,12.4,MM,MM,MM
2024,05,16,16,15,80,3.1,MM,MM,MM,MM,MM,1012.0,18.6,MM,12.5,MM,MM,MM
2024,05,16,16,00,80,3.6,MM,MM,MM,MM,MM,1012.0,18.6,MM,12.5,MM,+1.0,MM
2024,05,16,15,45,80,2.6,MM,MM,MM,MM,MM,1012.0,18.5,MM,12.6,MM,MM,MM
2024,05,16,15,30,70,3.1,MM,MM,MM,MM,MM,1012.0,17.9,MM,12.0,MM,MM,MM
2024,05,16,15,15,70,2.6,MM,MM,MM,MM,MM,1012.0,18.2,MM,12.1,MM,MM,MM
2024,05,16,15,00,70,3.1,MM,MM,MM,MM,MM,1012.0,18.0,MM,12.3,MM,+1.0,MM
2024,05,16,14,45,70,2.6,MM,MM,MM,MM,MM,1012.0,17.2,MM,12.0,MM,MM,MM
2024,05,16,14,30,70,2.1,MM,MM,MM,MM,MM,1012.0,16.8,MM,12.0,MM,MM,MM
2024,05,16,14,15,70,2.6,MM,MM,MM,MM,MM,1012.0,16.3,MM,11.7,MM,MM,MM
2024,05,16,14,00,70,2.6,MM,MM,MM,MM,MM,1012.0,16.0,MM,11.6,MM,MM,MM
2024,05,16,13,45,60,2.6,MM,MM,MM,MM,MM,1011.0,15.8,MM,12.0,MM,MM,MM
2024,05,16,13,30,80,3.1,MM,MM,MM,MM,MM,1011.0,15.7,MM,12.3,MM,MM,MM
2024,05,16,13,15,70,2.6,MM,MM,MM,MM,MM,1011.0,15.5,MM,12.9,MM,MM,MM
2024,05,16,13,00,60,2.1,MM,MM,MM,MM,MM,1011.0,15.3,MM,13.2,MM,MM,MM
2024,05,16,12,45,50,1.5,MM,MM,MM,MM,MM,1011.0,14.9,MM,13.3,MM,MM,MM
2024,05,16,12,30,50,1.5,MM,MM,MM,MM,MM,1011.0,14.5,MM,13.1,MM,MM,MM
2024,05,16,12,15,60,1.5,MM,MM,MM,MM,MM,1011.0,14.1,MM,12.8,MM,MM,MM
2024,05,16,12,00,50,1.5,MM,MM,MM,MM,MM,1011.0,13.9,MM,12.8,MM,+0.0,MM
2024,05,16,09,45,280,0.5,MM,MM,MM,MM,MM,1010.0,12.6,MM,12.1,MM,MM,MM
2024,05,16,09,30,310,1.0,MM,MM,MM,MM,MM,1010.0,12.5,MM,12.0,MM,MM,MM
2024,05,16,09,15,MM,0.0,MM,MM,MM,MM,MM,1011.0,12.5,MM,12.0,MM,MM,MM
2024,05,16,09,00,MM,0.0,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.9,MM,+1.0,MM
2024,05,16,08,45,MM,0.0,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.8,MM,MM,MM
2024,05,16,08,30,MM,0.0,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.8,MM,MM,MM
2024,05,16,08,15,50,0.5,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.8,MM,MM,MM
2024,05,16,08,00,50,0.5,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.8,MM,-0.0,MM
2024,05,16,07,45,MM,0.0,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.6,MM,MM,MM
2024,05,16,07,30,MM,0.0,MM,MM,MM,MM,MM,1011.0,12.4,MM,11.6,MM,MM,MM
2024,05,16,07,15,MM,0.0,MM,MM,MM,MM,MM,1010.0,12.4,MM,11.5,MM,MM,MM
2024,05,16,07,00,100,0.5,MM,MM,MM,MM,MM,1010.0,12.6,MM,11.7,MM,MM,MM
2024,05,16,06,45,110,0.5,MM,MM,MM,MM,MM,1010.0,13.0,MM,12.2,MM,MM,MM
2024,05,16,06,30,120,0.5,MM,MM,MM,MM,MM,1010.0,13.4,MM,12.6,MM,MM,MM
