X.YY,MM,DD,hh,mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
2024,05,31,09,00,MM,0.0,MM,MM,MM,MM,MM,1017.0,6.0,MM,5.1,MM,+1.0,MM
2024,05,31,08,45,MM,0.0,MM,MM,MM,MM,MM,1017.0,6.1,MM,5.1,MM,MM,MM
2024,05,31,08,30,MM,0.0,MM,MM,MM,MM,MM,1017.0,6.2,MM,5.0,MM,MM,MM
2024,05,31,08,15,MM,0.0,MM,MM,MM,MM,MM,1017.0,6.7,MM,5.2,MM,MM,MM
2024,05,31,08,00,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.5,MM,5.3,MM,+0.0,MM
2024,05,31,07,45,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.7,MM,5.1,MM,MM,MM
2024,05,31,07,30,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.8,MM,5.2,MM,MM,MM
2024,05,31,07,15,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.7,MM,5.5,MM,MM,MM
2024,05,31,07,00,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.4,MM,5.7,MM,+0.0,MM
2024,05,31,06,45,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.8,MM,6.1,MM,MM,MM
2024,05,31,06,30,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.8,MM,6.8,MM,MM,MM
2024,05,31,06,15,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.6,MM,7.7,MM,MM,MM
2024,05,31,06,00,MM,0.0,MM,MM,MM,MM,MM,1016.0,8.0,MM,7.6,MM,+1.0,MM
2024,05,31,05,45,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.6,MM,7.3,MM,MM,MM
2024,05,31,05,30,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.0,MM,6.7,MM,MM,MM
2024,05,31,05,15,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.0,MM,6.6,MM,MM,MM
2024,05,31,05,00,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.3,MM,7.0,MM,+1.0,MM
2024,05,31,04,45,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.3,MM,7.0,MM,MM,MM
2024,05,31,04,30,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.1,MM,6.7,MM,MM,MM
2024,05,31,04,15,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.2,MM,6.8,MM,MM,MM
2024,05,31,04,00,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.6,MM,7.2,MM,+1.0,MM
2024,05,31,03,45,MM,0.0,MM,MM,MM,MM,MM,1016.0,7.7,MM,7.3,MM,MM,MM
2024,05,31,03,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,7.8,MM,7.4,MM,MM,MM
2024,05,31,03,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.0,MM,7.6,MM,MM,MM
2024,05,31,03,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.3,MM,7.9,MM,+0.0,MM
2024,05,31,02,45,70,0.5,MM,MM,MM,MM,MM,1015.0,8.5,MM,8.1,MM,MM,MM
2024,05,31,02,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.6,MM,8.0,MM,MM,MM
2024,05,31,02,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,8.9,MM,8.3,MM,MM,MM
2024,05,31,02,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.0,MM,8.3,MM,+1.0,MM
2024,05,31,01,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.2,MM,8.5,MM,MM,MM
2024,05,31,01,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.4,MM,8.6,MM,MM,MM
2024,05,31,01,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,9.8,MM,8.9,MM,MM,MM
2024,05,31,01,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,10.5,MM,9.4,MM,+1.0,MM
2024,05,31,00,45,90,0.5,MM,MM,MM,MM,MM,1015.0,11.3,MM,9.9,MM,MM,MM
2024,05,31,00,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,12.2,MM,10.1,MM,MM,MM
2024,05,31,00,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,13.4,MM,10.8,MM,MM,MM
2024,05,31,00,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,14.2,MM,10.7,MM,+1.0,MM
2024,05,30,23,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,14.7,MM,10.6,MM,MM,MM
2024,05,30,23,30,170,0.5,MM,MM,MM,MM,MM,1015.0,14.8,MM,10.5,MM,MM,MM
2024,05,30,23,15,170,0.5,MM,MM,MM,MM,MM,1014.0,14.6,MM,10.3,MM,MM,MM
2024,05,30,23,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,14.2,MM,10.3,MM,+0.0,MM
2024,05,30,22,45,140,0.5,MM,MM,MM,MM,MM,1014.0,13.9,MM,10.0,MM,MM,MM
2024,05,30,22,30,140,0.5,MM,MM,MM,MM,MM,1014.0,14.2,MM,10.1,MM,MM,MM
2024,05,30,22,15,150,0.5,MM,MM,MM,MM,MM,1014.0,14.5,MM,10.0,MM,MM,MM
2024,05,30,22,00,160,0.5,MM,MM,MM,MM,MM,1014.0,14.9,MM,9.8,MM,-1.0,MM
2024,05,30,21,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,15.4,MM,10.2,MM,MM,MM
2024,05,30,21,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,15.4,MM,9.4,MM,MM,MM
2024,05,30,21,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,15.5,MM,9.5,MM,MM,MM
2024,05,30,21,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,15.5,MM,9.5,MM,-1.0,MM
2024,05,30,20,45,180,0.5,MM,MM,MM,MM,MM,1014.0,15.8,MM,9.6,MM,MM,MM
2024,05,30,20,30,100,0.5,MM,MM,MM,MM,MM,1014.0,15.6,MM,9.4,MM,MM,MM
2024,05,30,20,15,100,0.5,MM,MM,MM,MM,MM,1014.0,15.4,MM,9.4,MM,MM,MM
2024,05,30,20,00,80,1.0,MM,MM,MM,MM,MM,1014.0,15.1,MM,9.3,MM,-1.0,MM
2024,05,30,19,45,100,0.5,MM,MM,MM,MM,MM,1014.0,15.1,MM,9.5,MM,MM,MM
2024,05,30,19,30,70,1.0,MM,MM,MM,MM,MM,1014.0,14.9,MM,9.3,MM,MM,MM
2024,05,30,19,15,80,1.0,MM,MM,MM,MM,MM,1014.0,14.8,MM,9.9,MM,MM,MM
2024,05,30,19,00,50,1.0,MM,MM,MM,MM,MM,1015.0,14.6,MM,9.9,MM,+0.0,MM
2024,05,30,18,45,60,1.5,MM,MM,MM,MM,MM,1015.0,14.3,MM,9.8,MM,MM,MM
2024,05,30,18,30,40,2.1,MM,MM,MM,MM,MM,1015.0,14.0,MM,9.5,MM,MM,MM
2024,05,30,18,15,50,2.1,MM,MM,MM,MM,MM,1015.0,13.7,MM,10.0,MM,MM,MM
2024,05,30,18,00,40,2.1,MM,MM,MM,MM,MM,1015.0,13.3,MM,9.6,MM,+0.0,MM
2024,05,30,17,45,40,1.5,MM,MM,MM,MM,MM,1015.0,13.4,MM,10.3,MM,MM,MM
2024,05,30,17,30,50,2.1,MM,MM,MM,MM,MM,1015.0,13.2,MM,10.6,MM,MM,MM
2024,05,30,17,15,40,1.5,MM,MM,MM,MM,MM,1015.0,12.9,MM,10.8,MM,MM,MM
2024,05,30,17,00,30,1.0,MM,MM,MM,MM,MM,1015.0,12.8,MM,11.1,MM,+0.0,MM
2024,05,30,16,45,360,0.5,MM,MM,MM,MM,MM,1015.0,12.5,MM,10.9,MM,MM,MM
2024,05,30,16,30,30,1.5,MM,MM,MM,MM,MM,1014.0,12.2,MM,10.6,MM,MM,MM
2024,05,30,16,15,30,1.5,MM,MM,MM,MM,MM,1014.0,12.1,MM,10.5,MM,MM,MM
2024,05,30,16,00,40,1.0,MM,MM,MM,MM,MM,1015.0,12.0,MM,10.6,MM,+0.0,MM
2024,05,30,15,45,20,1.5,MM,MM,MM,MM,MM,1015.0,11.9,MM,10.7,MM,MM,MM
2024,05,30,15,30,10,1.0,MM,MM,MM,MM,MM,1015.0,11.8,MM,10.6,MM,MM,MM
2024,05,30,15,15,360,1.0,MM,MM,MM,MM,MM,1015.0,11.7,MM,10.6,MM,MM,MM
2024,05,30,15,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.6,MM,10.5,MM,+1.0,MM
2024,05,30,14,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.5,MM,10.3,MM,MM,MM
2024,05,30,14,30,340,0.5,MM,MM,MM,MM,MM,1015.0,11.6,MM,10.2,MM,MM,MM
2024,05,30,14,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.8,MM,10.6,MM,MM,MM
2024,05,30,14,00,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.8,MM,10.6,MM,+2.0,MM
2024,05,30,13,45,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.8,MM,10.6,MM,MM,MM
2024,05,30,13,30,MM,0.0,MM,MM,MM,MM,MM,1015.0,11.8,MM,10.2,MM,MM,MM
2024,05,30,13,15,MM,0.0,MM,MM,MM,MM,MM,1015.0,12.2,MM,9.8,MM,MM,MM
2024,05,30,13,00,320,0.5,MM,MM,MM,MM,MM,1015.0,12.9,MM,9.4,MM,MM,MM
2024,05,30,12,45,310,0.5,MM,MM,MM,MM,MM,1015.0,13.0,MM,9.5,MM,MM,MM
2024,05,30,12,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.1,MM,10.1,MM,MM,MM
2024,05,30,12,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.8,MM,8.9,MM,MM,MM
2024,05,30,12,00,50,1.0,MM,MM,MM,MM,MM,1014.0,14.3,MM,7.2,MM,MM,MM
2024,05,30,11,45,50,1.0,MM,MM,MM,MM,MM,1014.0,14.3,MM,6.7,MM,MM,MM
2024,05,30,11,30,50,1.5,MM,MM,MM,MM,MM,1013.0,14.4,MM,6.3,MM,MM,MM
2024,05,30,11,15,40,2.1,MM,MM,MM,MM,MM,1013.0,14.4,MM,6.1,MM,MM,MM
2024,05,30,11,00,60,1.5,MM,MM,MM,MM,MM,1013.0,14.5,MM,6.2,MM,MM,MM
2024,05,30,10,45,50,2.1,MM,MM,MM,MM,MM,1013.0,14.5,MM,5.9,MM,MM,MM
2024,05,30,10,30,60,1.5,MM,MM,MM,MM,MM,1013.0,14.5,MM,6.2,MM,MM,MM
2024,05,30,10,15,60,2.1,MM,MM,MM,MM,MM,1013.0,14.3,MM,6.3,MM,MM,MM
2024,05,30,10,00,60,1.5,MM,MM,MM,MM,MM,1013.0,14.2,MM,6.4,MM,+0.0,MM
2024,05,30,09,45,60,1.5,MM,MM,MM,MM,MM,1013.0,14.2,MM,6.4,MM,MM,MM
2024,05,30,09,30,60,1.5,MM,MM,MM,MM,MM,1013.0,14.3,MM,6.5,MM,MM,MM
2024,05,30,09,15,60,1.5,MM,MM,MM,MM,MM,1013.0,14.2,MM,6.4,MM,MM,MM
2024,05,30,09,00,60,1.5,MM,MM,MM,MM,MM,1013.0,14.3,MM,6.3,MM,+0.0,MM
2024,05,30,08,45,60,2.1,MM,MM,MM,MM,MM,1013.0,14.5,MM,6.4,MM,MM,MM
2024,05,30,08,30,70,2.1,MM,MM,MM,MM,MM,1013.0,14.4,MM,6.6,MM,MM,MM
2024,05,30,08,15,60,2.1,MM,MM,MM,MM,MM,1013.0,14.5,MM,6.7,MM,MM,MM
2024,05,30,08,00,70,2.1,MM,MM,MM,MM,MM,1013.0,14.7,MM,6.6,MM,-1.0,MM
2024,05,30,07,45,60,2.1,MM,MM,MM,MM,MM,1013.0,15.0,MM,6.9,MM,MM,MM
2024,05,30,07,30,60,1.5,MM,MM,MM,MM,MM,1013.0,15.2,MM,7.1,MM,MM,MM
2024,05,30,07,15,40,1.5,MM,MM,MM,MM,MM,1013.0,15.0,MM,7.2,MM,MM,MM
2024,05,30,07,00,60,1.5,MM,MM,MM,MM,MM,1013.0,14.9,MM,7.3,MM,+0.0,MM
2024,05,30,06,45,70,1.5,MM,MM,MM,MM,MM,1013.0,15.1,MM,7.7,MM,MM,MM
2024,05,30,06,30,40,1.0,MM,MM,MM,MM,MM,1013.0,15.3,MM,8.4,MM,MM,MM
2024,05,30,06,15,50,0.5,MM,MM,MM,MM,MM,1013.0,15.3,MM,8.9,MM,MM,MM
2024,05,30,06,00,50,1.0,MM,MM,MM,MM,MM,1013.0,15.5,MM,9.3,MM,+0.0,MM
2024,05,30,05,45,60,1.0,MM,MM,MM,MM,MM,1013.0,15.5,MM,9.7,MM,MM,MM
2024,05,30,05,30,50,0.5,MM,MM,MM,MM,MM,1013.0,14.7,MM,10.8,MM,MM,MM
2024,05,30,05,15,MM,0.0,MM,MM,MM,MM,MM,1013.0,14.0,MM,12.1,MM,MM,MM
2024,05,30,05,00,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.7,MM,12.3,MM,+1.0,MM
2024,05,30,04,45,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.6,MM,12.2,MM,MM,MM
2024,05,30,04,30,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.4,MM,12.0,MM,MM,MM
2024,05,30,04,15,MM,0.0,MM,MM,MM,MM,MM,1014.0,13.4,MM,12.0,MM,MM,MM
2024,05,30,04,00,MM,0.0,MM,MM,MM,MM,MM,1013.0,13.4,MM,12.0,MM,+0.0,MM
2024,05,30,03,45,MM,0.0,MM,MM,MM,MM,MM,1013.0,13.2,MM,11.8,MM,MM,MM
2024,05,30,03,30,MM,0.0,MM,MM,MM,MM,MM,1013.0,13.1,MM,11.7,MM,MM,MM
2024,05,30,03,15,MM,0.0,MM,MM,MM,MM,MM,1013.0,12.7,MM,11.6,MM,MM,MM
2024,05,30,03,00,MM,0.0,MM,MM,MM,MM,MM,1013.0,12.3,MM,11.1,MM,+0.0,MM
2024,05,30,02,45,110,0.5,MM,MM,MM,MM,MM,1013.0,12.3,MM,10.9,MM,MM,MM
2024,05,30,02,30,90,0.5,MM,MM,MM,MM,MM,1013.0,12.5,MM,11.1,MM,MM,MM
2024,05,30,02,15,90,1.0,MM,MM,MM,MM,MM,1013.0,12.7,MM,11.1,MM,MM,MM
2024,05,30,02,00,80,0.5,MM,MM,MM,MM,MM,1013.0,12.9,MM,11.2,MM,+1.0,MM
2024,05,30,01,45,90,0.5,MM,MM,MM,MM,MM,1013.0,13.3,MM,11.2,MM,MM,MM
2024,05,30,01,30,90,0.5,MM,MM,MM,MM,MM,1013.0,13.5,MM,11.4,MM,MM,MM
2024,05,30,01,15,MM,0.0,MM,MM,MM,MM,MM,1013.0,14.2,MM,11.4,MM,MM,MM
2024,05,30,01,00,MM,0.0,MM,MM,MM,MM,MM,1013.0,15.1,MM,11.7,MM,+2.0,MM
2024,05,30,00,45,MM,0.0,MM,MM,MM,MM,MM,1013.0,16.4,MM,11.8,MM,MM,MM
2024,05,30,00,30,MM,0.0,MM,MM,MM,MM,MM,1013.0,17.5,MM,11.8,MM,MM,MM
2024,05,30,00,15,MM,0.0,MM,MM,MM,MM,MM,1013.0,18.1,MM,11.8,MM,MM,MM
2024,05,30,00,00,160,1.0,MM,MM,MM,MM,MM,1013.0,18.3,MM,12.0,MM,+2.0,MM
2024,05,29,23,45,140,0.5,MM,MM,MM,MM,MM,1012.0,18.4,MM,12.3,MM,MM,MM
2024,05,29,23,30,140,0.5,MM,MM,MM,MM,MM,1012.0,18.6,MM,12.2,MM,MM,MM
2024,05,29,23,15,140,1.0,MM,MM,MM,MM,MM,1012.0,19.1,MM,11.8,MM,MM,MM
2024,05,29,23,00,130,1.5,MM,MM,MM,MM,MM,1012.0,19.7,MM,11.9,MM,+1.0,MM
2024,05,29,22,45,140,1.0,MM,MM,MM,MM,MM,1012.0,20.3,MM,12.2,MM,MM,MM
2024,05,29,22,30,150,1.0,MM,MM,MM,MM,MM,1012.0,20.9,MM,12.2,MM,MM,MM
2024,05,29,22,15,160,1.5,MM,MM,MM,MM,MM,1011.0,20.8,MM,12.6,MM,MM,MM
2024,05,29,22,00,130,1.0,MM,MM,MM,MM,MM,1011.0,20.6,MM,12.7,MM,+0.0,MM
2024,05,29,21,45,140,1.0,MM,MM,MM,MM,MM,1011.0,20.8,MM,12.9,MM,MM,MM
2024,05,29,21,30,MM,0.0,MM,MM,MM,MM,MM,1011.0,21.2,MM,12.8,MM,MM,MM
2024,05,29,21,15,150,0.5,MM,MM,MM,MM,MM,1011.0,21.6,MM,12.3,MM,MM,MM
2024,05,29,21,00,290,0.5,MM,MM,MM,MM,MM,1011.0,22.6,MM,10.6,MM,-1.0,MM
2024,05,29,20,45,330,1.0,MM,MM,MM,MM,MM,1011.0,22.2,MM,10.2,MM,MM,MM
2024,05,29,20,30,290,1.5,MM,MM,MM,MM,MM,1011.0,22.5,MM,10.8,MM,MM,MM
2024,05,29,20,15,270,2.1,MM,MM,MM,MM,MM,1011.0,23.2,MM,11.2,MM,MM,MM
2024,05,29,20,00,310,1.5,MM,MM,MM,MM,MM,1011.0,22.6,MM,10.6,MM,-1.0,MM
2024,05,29,19,45,280,1.5,MM,MM,MM,MM,MM,1011.0,22.6,MM,11.2,MM,MM,MM
2024,05,29,19,30,270,1.0,MM,MM,MM,MM,MM,1011.0,22.7,MM,11.3,MM,MM,MM
2024,05,29,19,15,270,1.5,MM,MM,MM,MM,MM,1011.0,23.5,MM,12.1,MM,MM,MM
2024,05,29,19,00,290,1.5,MM,MM,MM,MM,MM,1011.0,22.5,MM,11.2,MM,-1.0,MM
2024,05,29,18,45,310,1.5,MM,MM,MM,MM,MM,1011.0,22.0,MM,10.7,MM,MM,MM
2024,05,29,18,30,280,1.5,MM,MM,MM,MM,MM,1011.0,22.2,MM,11.5,MM,MM,MM
2024,05,29,18,15,270,2.6,MM,MM,MM,MM,MM,1011.0,22.6,MM,11.9,MM,MM,MM
2024,05,29,18,00,280,2.1,MM,MM,MM,MM,MM,1012.0,22.0,MM,11.0,MM,+0.0,MM
2024,05,29,17,45,280,2.1,MM,MM,MM,MM,MM,1012.0,21.9,MM,11.2,MM,MM,MM
2024,05,29,17,30,290,1.5,MM,MM,MM,MM,MM,1012.0,21.8,MM,11.4,MM,MM,MM
2024,05,29,17,15,290,2.1,MM,MM,MM,MM,MM,1012.0,21.9,MM,11.5,MM,MM,MM
2024,05,29,17,00,290,2.1,MM,MM,MM,MM,MM,1012.0,21.7,MM,11.6,MM,+1.0,MM
2024,05,29,16,45,280,2.1,MM,MM,MM,MM,MM,1012.0,21.3,MM,11.8,MM,MM,MM
2024,05,29,16,30,270,3.6,MM,MM,MM,MM,MM,1012.0,21.8,MM,12.3,MM,MM,MM
2024,05,29,16,15,270,2.1,MM,MM,MM,MM,MM,1012.0,21.2,MM,11.7,MM,MM,MM
2024,05,29,16,00,280,2.6,MM,MM,MM,MM,MM,1012.0,21.3,MM,12.3,MM,+1.0,MM
2024,05,29,15,45,270,3.1,MM,MM,MM,MM,MM,1012.0,20.5,MM,11.6,MM,MM,MM
2024,05,29,15,30,280,2.1,MM,MM,MM,MM,MM,1012.0,20.5,MM,11.6,MM,MM,MM
2024,05,29,15,15,300,1.5,MM,MM,MM,MM,MM,1012.0,20.5,MM,11.3,MM,MM,MM
2024,05,29,15,00,290,1.5,MM,MM,MM,MM,MM,1012.0,20.7,MM,11.8,MM,+2.0,MM
2024,05,29,14,45,280,3.1,MM,MM,MM,MM,MM,1012.0,20.7,MM,12.3,MM,MM,MM
2024,05,29,14,30,280,2.1,MM,MM,MM,MM,MM,1012.0,20.6,MM,11.7,MM,MM,MM
2024,05,29,14,15,280,2.1,MM,MM,MM,MM,MM,1011.0,20.5,MM,11.8,MM,MM,MM
2024,05,29,14,00,280,2.1,MM,MM,MM,MM,MM,1011.0,20.4,MM,12.0,MM,+1.0,MM
2024,05,29,13,45,290,2.1,MM,MM,MM,MM,MM,1011.0,20.0,MM,11.9,MM,MM,MM
2024,05,29,13,30,290,2.1,MM,MM,MM,MM,MM,1011.0,19.7,MM,11.6,MM,MM,MM
2024,05,29,13,15,290,2.6,MM,MM,MM,MM,MM,1011.0,19.5,MM,11.7,MM,MM,MM
2024,05,29,13,00,280,1.5,MM,MM,MM,MM,MM,1011.0,19.1,MM,11.8,MM,+2.0,MM
2024,05,29,12,45,270,1.5,MM,MM,MM,MM,MM,1011.0,18.8,MM,12.2,MM,MM,MM
2024,05,29,12,30,270,2.6,MM,MM,MM,MM,MM,1010.0,18.4,MM,12.5,MM,MM,MM
2024,05,29,12,15,270,3.1,MM,MM,MM,MM,MM,1010.0,17.9,MM,12.4,MM,MM,MM
2024,05,29,12,00,270,3.1,MM,MM,MM,MM,MM,1010.0,17.6,MM,12.6,MM,+1.0,MM
2024,05,29,11,45,270,3.1,MM,MM,MM,MM,MM,1010.0,17.2,MM,12.4,MM,MM,MM
2024,05,29,11,30,270,3.6,MM,MM,MM,MM,MM,1010.0,16.9,MM,12.7,MM,MM,MM
2024,05,29,11,15,280,2.6,MM,MM,MM,MM,MM,1010.0,16.5,MM,12.3,MM,MM,MM
2024,05,29,11,00,280,3.1,MM,MM,MM,MM,MM,1010.0,16.1,MM,12.5,MM,+2.0,MM
2024,05,29,10,45,270,3.1,MM,MM,MM,MM,MM,1009.0,15.7,MM,12.3,MM,MM,MM
2024,05,29,10,30,270,2.6,MM,MM,MM,MM,MM,1009.0,15.5,MM,12.1,MM,MM,MM
2024,05,29,10,15,270,2.6,MM,MM,MM,MM,MM,1009.0,15.2,MM,12.0,MM,MM,MM
2024,05,29,10,00,280,2.6,MM,MM,MM,MM,MM,1009.0,15.2,MM,11.8,MM,+2.0,MM
2024,05,29,09,45,280,2.6,MM,MM,MM,MM,MM,1009.0,15.2,MM,12.0,MM,MM,MM
2024,05,29,09,30,280,2.6,MM,MM,MM,MM,MM,1009.0,15.3,MM,11.9,MM,MM,MM
2024,05,29,09,15,270,2.6,MM,MM,MM,MM,MM,1009.0,15.2,MM,12.2,MM,MM,MM
2024,05,29,09,00,270,2.6,MM,MM,MM,MM,MM,1009.0,15.4,MM,12.2,MM,+2.0,MM
2024,05,29,08,45,270,2.1,MM,MM,MM,MM,MM,1008.0,15.4,MM,12.0,MM,MM,MM
2024,05,29,08,30,280,2.1,MM,MM,MM,MM,MM,1008.0,15.4,MM,12.0,MM,MM,MM
2024,05,29,08,15,270,2.6,MM,MM,MM,MM,MM,1008.0,15.5,MM,12.1,MM,MM,MM
2024,05,29,08,00,270,1.5,MM,MM,MM,MM,MM,1008.0,15.6,MM,12.2,MM,+1.0,MM
2024,05,29,07,45,280,1.5,MM,MM,MM,MM,MM,1008.0,15.8,MM,12.6,MM,MM,MM
2024,05,29,07,30,270,2.1,MM,MM,MM,MM,MM,1008.0,15.7,MM,12.7,MM,MM,MM
2024,05,29,07,15,270,1.5,MM,MM,MM,MM,MM,1008.0,15.8,MM,13.0,MM,MM,MM
2024,05,29,07,00,270,1.0,MM,MM,MM,MM,MM,1007.0,16.0,MM,13.2,MM,+1.0,MM
2024,05,29,06,45,280,1.0,MM,MM,MM,MM,MM,1007.0,16.4,MM,13.2,MM,MM,MM
2024,05,29,06,30,290,2.1,MM,MM,MM,MM,MM,1007.0,16.5,MM,13.3,MM,MM,MM
2024,05,29,06,15,280,3.1,MM,MM,MM,MM,MM,1007.0,16.8,MM,13.2,MM,MM,MM
2024,05,29,06,00,280,2.1,MM,MM,MM,MM,MM,1007.0,16.9,MM,13.3,MM,+1.0,MM
2024,05,29,05,45,280,2.6,MM,MM,MM,MM,MM,1007.0,17.2,MM,13.4,MM,MM,MM
2024,05,29,05,30,260,3.1,MM,MM,MM,MM,MM,1007.0,17.6,MM,13.0,MM,MM,MM
2024,05,29,05,15,260,2.1,MM,MM,MM,MM,MM,1007.0,17.8,MM,13.0,MM,MM,MM
2024,05,29,05,00,260,1.5,MM,MM,MM,MM,MM,1007.0,17.8,MM,13.0,MM,+1.0,MM
2024,05,29,04,45,260,2.6,MM,MM,MM,MM,MM,1007.0,17.9,MM,13.1,MM,MM,MM
2024,05,29,04,30,270,2.6,MM,MM,MM,MM,MM,1007.0,18.1,MM,13.3,MM,MM,MM
2024,05,29,04,15,270,2.6,MM,MM,MM,MM,MM,1006.0,18.4,MM,13.4,MM,MM,MM
2024,05,29,04,00,270,2.6,MM,MM,MM,MM,MM,1006.0,18.8,MM,13.3,MM,+1.0,MM
2024,05,29,03,45,260,2.6,MM,MM,MM,MM,MM,1006.0,19.3,MM,13.1,MM,MM,MM
2024,05,29,03,30,260,3.1,MM,MM,MM,MM,MM,1006.0,19.6,MM,13.0,MM,MM,MM
2024,05,29,03,15,260,2.6,MM,MM,MM,MM,MM,1006.0,19.8,MM,12.9,MM,MM,MM
2024,05,29,03,00,260,2.1,MM,MM,MM,MM,MM,1006.0,20.0,MM,12.9,MM,+2.0,MM
2024,05,29,02,45,260,2.6,MM,MM,MM,MM,MM,1006.0,20.4,MM,13.0,MM,MM,MM
2024,05,29,02,30,260,3.1,MM,MM,MM,MM,MM,1006.0,20.7,MM,13.1,MM,MM,MM
2024,05,29,02,15,260,2.6,MM,MM,MM,MM,MM,1006.0,20.8,MM,13.2,MM,MM,MM
2024,05,29,02,00,260,2.6,MM,MM,MM,MM,MM,1006.0,20.8,MM,13.2,MM,+3.0,MM
2024,05,29,01,45,240,1.5,MM,MM,MM,MM,MM,1005.0,20.9,MM,13.5,MM,MM,MM
2024,05,29,01,30,240,1.5,MM,MM,MM,MM,MM,1005.0,21.5,MM,13.6,MM,MM,MM
2024,05,29,01,15,250,2.1,MM,MM,MM,MM,MM,1005.0,21.9,MM,13.7,MM,MM,MM
2024,05,29,01,00,260,2.6,MM,MM,MM,MM,MM,1005.0,22.0,MM,13.8,MM,+3.0,MM
2024,05,29,00,45,270,2.6,MM,MM,MM,MM,MM,1004.0,21.5,MM,14.5,MM,MM,MM
2024,05,29,00,30,270,1.5,MM,MM,MM,MM,MM,1004.0,21.0,MM,15.6,MM,MM,MM
2024,05,29,00,15,270,2.1,MM,MM,MM,MM,MM,1004.0,21.4,MM,16.0,MM,MM,MM
2024,05,29,00,00,280,2.1,MM,MM,MM,MM,MM,1004.0,22.2,MM,15.7,MM,+2.0,MM
2024,05,28,23,45,270,2.6,MM,MM,MM,MM,MM,1004.0,22.9,MM,15.4,MM,MM,MM
2024,05,28,23,30,270,3.1,MM,MM,MM,MM,MM,1003.0,23.3,MM,15.5,MM,MM,MM
2024,05,28,23,15,270,2.1,MM,MM,MM,MM,MM,1003.0,23.7,MM,15.6,MM,MM,MM
2024,05,28,23,00,270,3.6,MM,MM,MM,MM,MM,1003.0,24.1,MM,15.5,MM,+1.0,MM
2024,05,28,22,45,270,3.6,MM,MM,MM,MM,MM,1003.0,25.4,MM,14.5,MM,MM,MM
2024,05,28,22,30,260,2.1,MM,MM,MM,MM,MM,1003.0,26.0,MM,13.4,MM,MM,MM
2024,05,28,22,15,260,2.6,MM,MM,MM,MM,MM,1003.0,25.5,MM,13.0,MM,MM,MM
2024,05,28,22,00,260,3.1,MM,MM,MM,MM,MM,1002.0,25.6,MM,14.0,MM,-1.0,MM
2024,05,28,21,45,270,3.6,MM,MM,MM,MM,MM,1002.0,25.5,MM,15.1,MM,MM,MM
2024,05,28,21,30,270,3.6,MM,MM,MM,MM,MM,1002.0,25.5,MM,13.9,MM,MM,MM
2024,05,28,21,15,260,3.6,MM,MM,MM,MM,MM,1002.0,25.9,MM,14.0,MM,MM,MM
2024,05,28,21,00,260,3.1,MM,MM,MM,MM,MM,1002.0,25.5,MM,14.2,MM,-1.0,MM
